ENERDATA,SBS,EF,IEA,flow
Heavy fuel oil final consumption of industry.Mtoe,OI,RFO,FUEL_OIL_RESIDUAL,TOTIND
NA,OI,OLQ,LIQBIOFUEL_OTH,TOTIND
Natural gas final consumption of industry.Mtoe,OI,NGS,NATURAL_GAS,TOTIND
Coke oven gas final consumption of industry.Mtoe,OI,OGS,TCOKEOVS,TOTIND
NA,OI,NUC,NUCLEAR,TOTIND
NA,OI,STE,NA,TOTIND
NA,OI,HYD,HYDRO,TOTIND
NA,OI,WND,WIND,TOTIND
NA,OI,SOL,SOLAR_PV,TOTIND
Biomass final consumption of industry.Mtoe,OI,BMSWAS,PRIMARY_SOLID_BIOFUEL,TOTIND
NA,OI,GEO,GEOTHERMAL,TOTIND
NA,OI,MET,NA,TOTIND
NA,OI,ETH,ETHANE,TOTIND
NA,OI,BGDO,BIODIESEL,TOTIND
NA,OI,H2F,NA,TOTIND
Electricity final consumption of industry.Mtoe,OI,ELC,ELECTRICITY,TOTIND
NA,OI,STE1AL,NA,TOTIND
Heat final consumption of industry.Mtoe,OI,STE1AH,MAINHEAT,TOTIND
NA,OI,STE1AD,NA,TOTIND
NA,OI,STE1AR,NA,TOTIND
NA,OI,STE1AG,NA,TOTIND
NA,OI,STE1AB,NA,TOTIND
NA,OI,STE1AH2F,NA,TOTIND
NA,OI,STE2LGN,NA,TOTIND
NA,OI,STE2OSL,NA,TOTIND
NA,OI,STE2GDO,NA,TOTIND
NA,OI,STE2RFO,NA,TOTIND
NA,OI,STE2OLQ,NA,TOTIND
NA,OI,STE2NGS,NA,TOTIND
NA,OI,STE2OGS,NA,TOTIND
NA,OI,STE2BMS,NA,TOTIND
NA,OI,PHEVGSL,NA,TOTIND
NA,OI,PHEVGDO,NA,TOTIND
NA,OI,CHEVGSL,NA,TOTIND
NA,OI,CHEVGDO,NA,TOTIND
NA,OI,SLD,NA,TOTIND
NA,OI,GAS,NA,TOTIND
NA,OI,LQD,NA,TOTIND
NA,OI,OLQT,NA,TOTIND
NA,OI,NFF,NA,TOTIND
NA,OI,NEF,NA,TOTIND
NA,OI,HEATPUMP,NA,TOTIND
NA,SE,REN,NA,COMMPUB
Coal final consumption of tertiary sector.Mtoe,SE,HCL,COAL,COMMPUB
NA,SE,LGN,LIGNITE,COMMPUB
NA,SE,CRO,CRUDE_OIL,COMMPUB
NA,SE,LPG,LPG,COMMPUB
NA,SE,GSL,MOTOR_GASOLINE_NONBIO,COMMPUB
Kerosene final consumption of tertiary sector.Mtoe,SE,KRS,KEROSENE_JET_NONBIO,COMMPUB
Oil final consumption of tertiary sector.Mtoe,SE,GDO,GAS_DIESEL_OIL_NONBIO,COMMPUB
Heavy fuel oil final consumption of tertiary sector.Mtoe,SE,RFO,FUEL_OIL_RESIDUAL,COMMPUB
NA,SE,OLQ,LIQBIOFUEL_OTH,COMMPUB
Natural gas final consumption of tertiary sector.Mtoe,SE,NGS,NATURAL_GAS,COMMPUB
NA,SE,OGS,TCOKEOVS,COMMPUB
NA,SE,NUC,NUCLEAR,COMMPUB
NA,SE,STE,NA,COMMPUB
NA,SE,HYD,HYDRO,COMMPUB
NA,SE,WND,WIND,COMMPUB
NA,SE,SOL,SOLAR_PV,COMMPUB
NA,SE,BMSWAS,PRIMARY_SOLID_BIOFUEL,COMMPUB
NA,SE,GEO,GEOTHERMAL,COMMPUB
NA,SE,MET,NA,COMMPUB
NA,SE,ETH,ETHANE,COMMPUB
NA,SE,BGDO,BIODIESEL,COMMPUB
NA,SE,H2F,NA,COMMPUB
Electricity final consumption of tertiary sector.Mtoe,SE,ELC,ELECTRICITY,COMMPUB
NA,SE,STE1AL,NA,COMMPUB
Heat final consumption of tertiary sector.Mtoe,SE,STE1AH,MAINHEAT,COMMPUB
NA,SE,STE1AD,NA,COMMPUB
NA,SE,STE1AR,NA,COMMPUB
NA,SE,STE1AG,NA,COMMPUB
NA,SE,STE1AB,NA,COMMPUB
NA,SE,STE1AH2F,NA,COMMPUB
NA,SE,STE2LGN,NA,COMMPUB
NA,SE,STE2OSL,NA,COMMPUB
NA,SE,STE2GDO,NA,COMMPUB
NA,SE,STE2RFO,NA,COMMPUB
NA,SE,STE2OLQ,NA,COMMPUB
NA,SE,STE2NGS,NA,COMMPUB
NA,SE,STE2OGS,NA,COMMPUB
NA,SE,STE2BMS,NA,COMMPUB
NA,SE,PHEVGSL,NA,COMMPUB
NA,SE,PHEVGDO,NA,COMMPUB
NA,SE,CHEVGSL,NA,COMMPUB
NA,SE,CHEVGDO,NA,COMMPUB
NA,SE,SLD,NA,COMMPUB
NA,SE,GAS,NA,COMMPUB
NA,SE,LQD,NA,COMMPUB
NA,SE,OLQT,NA,COMMPUB
NA,SE,NFF,NA,COMMPUB
NA,SE,NEF,NA,COMMPUB
NA,SE,HEATPUMP,NA,COMMPUB
NA,AG,REN,NA,AGRI_FOREST
Coal and lignite final consumption of agriculture.Mtoe,AG,HCL,COAL,AGRI_FOREST
NA,AG,LGN,LIGNITE,AGRI_FOREST
NA,AG,CRO,CRUDE_OIL,AGRI_FOREST
NA,AG,LPG,LPG,AGRI_FOREST
NA,AG,GSL,MOTOR_GASOLINE_NONBIO,AGRI_FOREST
NA,AG,KRS,KEROSENE_JET_NONBIO,AGRI_FOREST
"Diesel, heating oil final consumption of agriculture.Mtoe",AG,GDO,GAS_DIESEL_OIL_NONBIO,AGRI_FOREST
Oil final consumption of agriculture.Mtoe,AG,RFO,FUEL_OIL_RESIDUAL,AGRI_FOREST
NA,AG,OLQ,LIQBIOFUEL_OTH,AGRI_FOREST
Natural gas final consumption of agriculture.Mtoe,AG,NGS,NATURAL_GAS,AGRI_FOREST
NA,AG,OGS,TCOKEOVS,AGRI_FOREST
NA,AG,NUC,NUCLEAR,AGRI_FOREST
NA,AG,STE,NA,AGRI_FOREST
NA,AG,HYD,HYDRO,AGRI_FOREST
NA,AG,WND,WIND,AGRI_FOREST
NA,AG,SOL,SOLAR_PV,AGRI_FOREST
Biomass final consumption of agriculture.Mtoe,AG,BMSWAS,PRIMARY_SOLID_BIOFUEL,AGRI_FOREST
NA,AG,GEO,GEOTHERMAL,AGRI_FOREST
NA,AG,MET,NA,AGRI_FOREST
NA,AG,ETH,ETHANE,AGRI_FOREST
NA,AG,BGDO,BIODIESEL,AGRI_FOREST
NA,AG,H2F,NA,AGRI_FOREST
Electricity final consumption of agriculture.Mtoe,AG,ELC,ELECTRICITY,AGRI_FOREST
NA,AG,STE1AL,NA,AGRI_FOREST
Heat final consumption of agriculture.Mtoe,AG,STE1AH,MAINHEAT,AGRI_FOREST
NA,AG,STE1AD,NA,AGRI_FOREST
NA,AG,STE1AR,NA,AGRI_FOREST
NA,AG,STE1AG,NA,AGRI_FOREST
NA,AG,STE1AB,NA,AGRI_FOREST
NA,AG,STE1AH2F,NA,AGRI_FOREST
NA,AG,STE2LGN,NA,AGRI_FOREST
NA,AG,STE2OSL,NA,AGRI_FOREST
NA,AG,STE2GDO,NA,AGRI_FOREST
NA,AG,STE2RFO,NA,AGRI_FOREST
NA,AG,STE2OLQ,NA,AGRI_FOREST
NA,AG,STE2NGS,NA,AGRI_FOREST
NA,AG,STE2OGS,NA,AGRI_FOREST
NA,AG,STE2BMS,NA,AGRI_FOREST
NA,AG,PHEVGSL,NA,AGRI_FOREST
NA,AG,PHEVGDO,NA,AGRI_FOREST
NA,AG,CHEVGSL,NA,AGRI_FOREST
NA,AG,CHEVGDO,NA,AGRI_FOREST
NA,AG,SLD,NA,AGRI_FOREST
NA,AG,GAS,NA,AGRI_FOREST
NA,AG,LQD,NA,AGRI_FOREST
NA,AG,OLQT,NA,AGRI_FOREST
NA,AG,NFF,NA,AGRI_FOREST
NA,AG,NEF,NA,AGRI_FOREST
NA,AG,HEATPUMP,NA,AGRI_FOREST
NA,HOU,REN,NA,RESIDENT
NA,HOU,LGN,LIGNITE,RESIDENT
Oil final consumption of residential sector.Mtoe,HOU,GDO,GAS_DIESEL_OIL_NONBIO,RESIDENT
NA,HOU,CRO,CRUDE_OIL,RESIDENT
NA,HOU,GSL,MOTOR_GASOLINE_NONBIO,RESIDENT
Kerosene final consumption of residential sector.Mtoe,HOU,KRS,KEROSENE_JET_NONBIO,RESIDENT
Heavy fuel oil final consumption of residential sector.Mtoe,HOU,RFO,FUEL_OIL_RESIDUAL,RESIDENT
NA,HOU,OLQ,LIQBIOFUEL_OTH,RESIDENT
NA,HOU,OGS,TCOKEOVS,RESIDENT
NA,HOU,NUC,NUCLEAR,RESIDENT
NA,HOU,STE,NA,RESIDENT
NA,HOU,HYD,HYDRO,RESIDENT
NA,HOU,WND,WIND,RESIDENT
NA,HOU,SOL,SOLAR_PV,RESIDENT
NA,HOU,GEO,GEOTHERMAL,RESIDENT
NA,HOU,MET,NA,RESIDENT
NA,HOU,ETH,ETHANE,RESIDENT
NA,HOU,BGDO,BIODIESEL,RESIDENT
NA,HOU,H2F,NA,RESIDENT
Natural gas final consumption of residential sector.Mtoe,HOU,NGS,NATURAL_GAS,RESIDENT
Coal and lignite final consumption of residential sector.Mtoe,HOU,HCL,COAL,RESIDENT
LPG (liquified petroleum gas) final consumption of residential sector.Mtoe,HOU,LPG,LPG,RESIDENT
NA,HOU,STE1AL,NA,RESIDENT
Heat final consumption of residential sector.Mtoe,HOU,STE1AH,MAINHEAT,RESIDENT
NA,HOU,STE1AD,NA,RESIDENT
NA,HOU,STE1AR,NA,RESIDENT
NA,HOU,STE1AG,NA,RESIDENT
NA,HOU,STE1AB,NA,RESIDENT
NA,HOU,STE1AH2F,NA,RESIDENT
NA,HOU,STE2LGN,NA,RESIDENT
NA,HOU,STE2OSL,NA,RESIDENT
NA,HOU,STE2GDO,NA,RESIDENT
NA,HOU,STE2RFO,NA,RESIDENT
NA,HOU,STE2OLQ,NA,RESIDENT
NA,HOU,STE2NGS,NA,RESIDENT
NA,HOU,STE2OGS,NA,RESIDENT
NA,HOU,STE2BMS,NA,RESIDENT
NA,HOU,PHEVGSL,NA,RESIDENT
NA,HOU,PHEVGDO,NA,RESIDENT
NA,HOU,CHEVGSL,NA,RESIDENT
NA,HOU,CHEVGDO,NA,RESIDENT
Electricity final consumption of residential sector.Mtoe,HOU,ELC,ELECTRICITY,RESIDENT
Biomass final consumption of residential sector.Mtoe,HOU,BMSWAS,PRIMARY_SOLID_BIOFUEL,RESIDENT
NA,HOU,SLD,NA,RESIDENT
NA,HOU,GAS,NA,RESIDENT
NA,HOU,LQD,NA,RESIDENT
NA,HOU,OLQT,NA,RESIDENT
NA,HOU,NFF,NA,RESIDENT
NA,HOU,NEF,NA,RESIDENT
NA,HOU,HEATPUMP,NA,RESIDENT
Motor gasoline final consumption of road transport (excl bioethanol).Mtoe,PC,GSL,MOTOR_GASOLINE_NONBIO,ROAD
Biodiesel consumption of road transport.Mtoe,PC,BGDO,BIODIESEL,ROAD
NA,PC,REN,NA,ROAD
NA,PC,HCL,COAL,ROAD
NA,PC,LGN,LIGNITE,ROAD
NA,PC,CRO,CRUDE_OIL,ROAD
NA,PC,KRS,KEROSENE_JET_NONBIO,ROAD
Diesel final consumption of road transport (excl biodiesel).Mtoe,PC,GDO,GAS_DIESEL_OIL_NONBIO,ROAD
NA,PC,RFO,FUEL_OIL_RESIDUAL,ROAD
NA,PC,OLQ,LIQBIOFUEL_OTH,ROAD
NA,PC,OGS,TCOKEOVS,ROAD
NA,PC,NUC,NUCLEAR,ROAD
NA,PC,STE,NA,ROAD
NA,PC,HYD,HYDRO,ROAD
NA,PC,WND,WIND,ROAD
NA,PC,SOL,SOLAR_PV,ROAD
NA,PC,BMSWAS,PRIMARY_SOLID_BIOFUEL,ROAD
NA,PC,GEO,GEOTHERMAL,ROAD
NA,PC,MET,NA,ROAD
NA,PC,H2F,NA,ROAD
Electricity final consumption of road transport.Mtoe,PC,ELC,ELECTRICITY,ROAD
LPG (liquified petroleum gas) final consumption of road transport.Mtoe,PC,LPG,LPG,ROAD
Natural gas final consumption of transport.Mtoe,PC,NGS,NATURAL_GAS,ROAD
Bioethanol consumption of road transport.Mtoe,PC,ETH,ETHANE,ROAD
NA,PC,STE1AL,NA,ROAD
NA,PC,STE1AH,MAINHEAT,ROAD
NA,PC,STE1AD,NA,ROAD
NA,PC,STE1AR,NA,ROAD
NA,PC,STE1AG,NA,ROAD
NA,PC,STE1AB,NA,ROAD
NA,PC,STE1AH2F,NA,ROAD
NA,PC,STE2LGN,NA,ROAD
NA,PC,STE2OSL,NA,ROAD
NA,PC,STE2GDO,NA,ROAD
NA,PC,STE2RFO,NA,ROAD
NA,PC,STE2OLQ,NA,ROAD
NA,PC,STE2NGS,NA,ROAD
NA,PC,STE2OGS,NA,ROAD
NA,PC,STE2BMS,NA,ROAD
NA,PC,PHEVGSL,NA,ROAD
NA,PC,PHEVGDO,NA,ROAD
NA,PC,CHEVGSL,NA,ROAD
NA,PC,CHEVGDO,NA,ROAD
NA,PC,SLD,NA,ROAD
NA,PC,GAS,NA,ROAD
NA,PC,LQD,NA,ROAD
NA,PC,OLQT,NA,ROAD
NA,PC,NFF,NA,ROAD
NA,PC,NEF,NA,ROAD
NA,PC,HEATPUMP,NA,ROAD
Motor gasoline final consumption of road transport (excl bioethanol).Mtoe,PB,GSL,MOTOR_GASOLINE_NONBIO,ROAD
Biodiesel consumption of road transport.Mtoe,PB,BGDO,BIODIESEL,ROAD
NA,PB,REN,NA,ROAD
NA,PB,HCL,COAL,ROAD
NA,PB,LGN,LIGNITE,ROAD
NA,PB,CRO,CRUDE_OIL,ROAD
NA,PB,KRS,KEROSENE_JET_NONBIO,ROAD
Diesel final consumption of road transport (excl biodiesel).Mtoe,PB,GDO,GAS_DIESEL_OIL_NONBIO,ROAD
NA,PB,RFO,FUEL_OIL_RESIDUAL,ROAD
NA,PB,OLQ,LIQBIOFUEL_OTH,ROAD
NA,PB,OGS,TCOKEOVS,ROAD
NA,PB,NUC,NUCLEAR,ROAD
NA,PB,STE,NA,ROAD
NA,PB,HYD,HYDRO,ROAD
NA,PB,WND,WIND,ROAD
NA,PB,SOL,SOLAR_PV,ROAD
NA,PB,BMSWAS,PRIMARY_SOLID_BIOFUEL,ROAD
NA,PB,GEO,GEOTHERMAL,ROAD
NA,PB,MET,NA,ROAD
NA,PB,H2F,NA,ROAD
Electricity final consumption of road transport.Mtoe,PB,ELC,ELECTRICITY,ROAD
LPG (liquified petroleum gas) final consumption of road transport.Mtoe,PB,LPG,LPG,ROAD
Natural gas final consumption of transport.Mtoe,PB,NGS,NATURAL_GAS,ROAD
Bioethanol consumption of road transport.Mtoe,PB,ETH,ETHANE,ROAD
NA,PB,STE1AL,NA,ROAD
NA,PB,STE1AH,MAINHEAT,ROAD
NA,PB,STE1AD,NA,ROAD
NA,PB,STE1AR,NA,ROAD
NA,PB,STE1AG,NA,ROAD
NA,PB,STE1AB,NA,ROAD
NA,PB,STE1AH2F,NA,ROAD
NA,PB,STE2LGN,NA,ROAD
NA,PB,STE2OSL,NA,ROAD
NA,PB,STE2GDO,NA,ROAD
NA,PB,STE2RFO,NA,ROAD
NA,PB,STE2OLQ,NA,ROAD
NA,PB,STE2NGS,NA,ROAD
NA,PB,STE2OGS,NA,ROAD
NA,PB,STE2BMS,NA,ROAD
NA,PB,PHEVGSL,NA,ROAD
NA,PB,PHEVGDO,NA,ROAD
NA,PB,CHEVGSL,NA,ROAD
NA,PB,CHEVGDO,NA,ROAD
NA,PB,SLD,NA,ROAD
NA,PB,GAS,NA,ROAD
NA,PB,LQD,NA,ROAD
NA,PB,OLQT,NA,ROAD
NA,PB,NFF,NA,ROAD
NA,PB,NEF,NA,ROAD
NA,PB,HEATPUMP,NA,ROAD
Diesel final consumption of rail transport.Mtoe,PT,GDO,GAS_DIESEL_OIL_NONBIO,RAIL
NA,PT,REN,NA,RAIL
Electricity final consumption of rail transport.Mtoe,PT,ELC,ELECTRICITY,RAIL
NA,PT,HCL,COAL,RAIL
NA,PT,LGN,LIGNITE,RAIL
NA,PT,CRO,CRUDE_OIL,RAIL
NA,PT,LPG,LPG,RAIL
NA,PT,GSL,MOTOR_GASOLINE_NONBIO,RAIL
NA,PT,KRS,KEROSENE_JET_NONBIO,RAIL
NA,PT,RFO,FUEL_OIL_RESIDUAL,RAIL
NA,PT,OLQ,LIQBIOFUEL_OTH,RAIL
NA,PT,NGS,NATURAL_GAS,RAIL
NA,PT,OGS,TCOKEOVS,RAIL
NA,PT,NUC,NUCLEAR,RAIL
NA,PT,STE,NA,RAIL
NA,PT,HYD,HYDRO,RAIL
NA,PT,WND,WIND,RAIL
NA,PT,SOL,SOLAR_PV,RAIL
NA,PT,BMSWAS,PRIMARY_SOLID_BIOFUEL,RAIL
NA,PT,GEO,GEOTHERMAL,RAIL
NA,PT,MET,NA,RAIL
NA,PT,ETH,ETHANE,RAIL
NA,PT,BGDO,BIODIESEL,RAIL
NA,PT,H2F,NA,RAIL
NA,PT,STE1AL,NA,RAIL
NA,PT,STE1AH,MAINHEAT,RAIL
NA,PT,STE1AD,NA,RAIL
NA,PT,STE1AR,NA,RAIL
NA,PT,STE1AG,NA,RAIL
NA,PT,STE1AB,NA,RAIL
NA,PT,STE1AH2F,NA,RAIL
NA,PT,STE2LGN,NA,RAIL
NA,PT,STE2OSL,NA,RAIL
NA,PT,STE2GDO,NA,RAIL
NA,PT,STE2RFO,NA,RAIL
NA,PT,STE2OLQ,NA,RAIL
NA,PT,STE2NGS,NA,RAIL
NA,PT,STE2OGS,NA,RAIL
NA,PT,STE2BMS,NA,RAIL
NA,PT,PHEVGSL,NA,RAIL
NA,PT,PHEVGDO,NA,RAIL
NA,PT,CHEVGSL,NA,RAIL
NA,PT,CHEVGDO,NA,RAIL
NA,PT,SLD,NA,RAIL
NA,PT,GAS,NA,RAIL
NA,PT,LQD,NA,RAIL
NA,PT,OLQT,NA,RAIL
NA,PT,NFF,NA,RAIL
NA,PT,NEF,NA,RAIL
NA,PT,HEATPUMP,NA,RAIL
NA,PA,REN,NA,DOMESAIR
NA,PA,HCL,COAL,DOMESAIR
NA,PA,LGN,LIGNITE,DOMESAIR
NA,PA,CRO,CRUDE_OIL,DOMESAIR
NA,PA,LPG,LPG,DOMESAIR
NA,PA,GSL,MOTOR_GASOLINE_NONBIO,DOMESAIR
Jet fuel final consumption.Mt,PA,KRS,KEROSENE_JET_NONBIO,DOMESAIR
NA,PA,GDO,GAS_DIESEL_OIL_NONBIO,DOMESAIR
NA,PA,RFO,FUEL_OIL_RESIDUAL,DOMESAIR
NA,PA,OLQ,LIQBIOFUEL_OTH,DOMESAIR
NA,PA,NGS,NATURAL_GAS,DOMESAIR
NA,PA,OGS,TCOKEOVS,DOMESAIR
NA,PA,NUC,NUCLEAR,DOMESAIR
NA,PA,STE,NA,DOMESAIR
NA,PA,HYD,HYDRO,DOMESAIR
NA,PA,WND,WIND,DOMESAIR
NA,PA,SOL,SOLAR_PV,DOMESAIR
NA,PA,BMSWAS,PRIMARY_SOLID_BIOFUEL,DOMESAIR
NA,PA,GEO,GEOTHERMAL,DOMESAIR
NA,PA,MET,NA,DOMESAIR
NA,PA,ETH,ETHANE,DOMESAIR
NA,PA,BGDO,BIODIESEL,DOMESAIR
NA,PA,H2F,NA,DOMESAIR
NA,PA,ELC,ELECTRICITY,DOMESAIR
NA,PA,STE1AL,NA,DOMESAIR
NA,PA,STE1AH,MAINHEAT,DOMESAIR
NA,PA,STE1AD,NA,DOMESAIR
NA,PA,STE1AR,NA,DOMESAIR
NA,PA,STE1AG,NA,DOMESAIR
NA,PA,STE1AB,NA,DOMESAIR
NA,PA,STE1AH2F,NA,DOMESAIR
NA,PA,STE2LGN,NA,DOMESAIR
NA,PA,STE2OSL,NA,DOMESAIR
NA,PA,STE2GDO,NA,DOMESAIR
NA,PA,STE2RFO,NA,DOMESAIR
NA,PA,STE2OLQ,NA,DOMESAIR
NA,PA,STE2NGS,NA,DOMESAIR
NA,PA,STE2OGS,NA,DOMESAIR
NA,PA,STE2BMS,NA,DOMESAIR
NA,PA,PHEVGSL,NA,DOMESAIR
NA,PA,PHEVGDO,NA,DOMESAIR
NA,PA,CHEVGSL,NA,DOMESAIR
NA,PA,CHEVGDO,NA,DOMESAIR
NA,PA,SLD,NA,DOMESAIR
NA,PA,GAS,NA,DOMESAIR
NA,PA,LQD,NA,DOMESAIR
NA,PA,OLQT,NA,DOMESAIR
NA,PA,NFF,NA,DOMESAIR
NA,PA,NEF,NA,DOMESAIR
NA,PA,HEATPUMP,NA,DOMESAIR
NA,GU,REN,NA,ROAD
NA,GU,HCL,COAL,ROAD
NA,GU,LGN,LIGNITE,ROAD
NA,GU,CRO,CRUDE_OIL,ROAD
NA,GU,LPG,LPG,ROAD
NA,GU,GSL,MOTOR_GASOLINE_NONBIO,ROAD
Diesel final consumption of road transport (excl biodiesel).Mtoe,GU,GDO,GAS_DIESEL_OIL_NONBIO,ROAD
NA,GU,NGS,NATURAL_GAS,ROAD
NA,GU,BGDO,BIODIESEL,ROAD
NA,GU,ELC,ELECTRICITY,ROAD
NA,GU,KRS,KEROSENE_JET_NONBIO,ROAD
NA,GU,RFO,FUEL_OIL_RESIDUAL,ROAD
NA,GU,OLQ,LIQBIOFUEL_OTH,ROAD
NA,GU,OGS,TCOKEOVS,ROAD
NA,GU,NUC,NUCLEAR,ROAD
NA,GU,STE,NA,ROAD
NA,GU,HYD,HYDRO,ROAD
NA,GU,WND,WIND,ROAD
NA,GU,SOL,SOLAR_PV,ROAD
NA,GU,BMSWAS,PRIMARY_SOLID_BIOFUEL,ROAD
NA,GU,GEO,GEOTHERMAL,ROAD
NA,GU,MET,NA,ROAD
NA,GU,ETH,ETHANE,ROAD
NA,GU,H2F,NA,ROAD
NA,GU,STE1AL,NA,ROAD
NA,GU,STE1AH,MAINHEAT,ROAD
NA,GU,STE1AD,NA,ROAD
NA,GU,STE1AR,NA,ROAD
NA,GU,STE1AG,NA,ROAD
NA,GU,STE1AB,NA,ROAD
NA,GU,STE1AH2F,NA,ROAD
NA,GU,STE2LGN,NA,ROAD
NA,GU,STE2OSL,NA,ROAD
NA,GU,STE2GDO,NA,ROAD
NA,GU,STE2RFO,NA,ROAD
NA,GU,STE2OLQ,NA,ROAD
NA,GU,STE2NGS,NA,ROAD
NA,GU,STE2OGS,NA,ROAD
NA,GU,STE2BMS,NA,ROAD
NA,GU,PHEVGSL,NA,ROAD
NA,GU,PHEVGDO,NA,ROAD
NA,GU,CHEVGSL,NA,ROAD
NA,GU,CHEVGDO,NA,ROAD
NA,GU,SLD,NA,ROAD
NA,GU,GAS,NA,ROAD
NA,GU,LQD,NA,ROAD
NA,GU,OLQT,NA,ROAD
NA,GU,NFF,NA,ROAD
NA,GU,NEF,NA,ROAD
NA,GU,HEATPUMP,NA,ROAD
NA,GT,REN,NA,RAIL
NA,GT,HCL,COAL,RAIL
NA,GT,LGN,LIGNITE,RAIL
NA,GT,CRO,CRUDE_OIL,RAIL
NA,GT,LPG,LPG,RAIL
NA,GT,GSL,MOTOR_GASOLINE_NONBIO,RAIL
NA,GT,KRS,KEROSENE_JET_NONBIO,RAIL
NA,GT,RFO,FUEL_OIL_RESIDUAL,RAIL
NA,GT,OLQ,LIQBIOFUEL_OTH,RAIL
NA,GT,NGS,NATURAL_GAS,RAIL
NA,GT,OGS,TCOKEOVS,RAIL
NA,GT,NUC,NUCLEAR,RAIL
NA,GT,STE,NA,RAIL
NA,GT,HYD,HYDRO,RAIL
NA,GT,WND,WIND,RAIL
NA,GT,SOL,SOLAR_PV,RAIL
NA,GT,BMSWAS,PRIMARY_SOLID_BIOFUEL,RAIL
NA,GT,GEO,GEOTHERMAL,RAIL
NA,GT,MET,NA,RAIL
NA,GT,ETH,ETHANE,RAIL
NA,GT,BGDO,BIODIESEL,RAIL
NA,GT,H2F,NA,RAIL
Diesel final consumption of rail transport.Mtoe,GT,GDO,GAS_DIESEL_OIL_NONBIO,RAIL
Electricity final consumption of rail transport.Mtoe,GT,ELC,ELECTRICITY,RAIL
NA,GT,STE1AL,NA,RAIL
NA,GT,STE1AH,MAINHEAT,RAIL
NA,GT,STE1AD,NA,RAIL
NA,GT,STE1AR,NA,RAIL
NA,GT,STE1AG,NA,RAIL
NA,GT,STE1AB,NA,RAIL
NA,GT,STE1AH2F,NA,RAIL
NA,GT,STE2LGN,NA,RAIL
NA,GT,STE2OSL,NA,RAIL
NA,GT,STE2GDO,NA,RAIL
NA,GT,STE2RFO,NA,RAIL
NA,GT,STE2OLQ,NA,RAIL
NA,GT,STE2NGS,NA,RAIL
NA,GT,STE2OGS,NA,RAIL
NA,GT,STE2BMS,NA,RAIL
NA,GT,PHEVGSL,NA,RAIL
NA,GT,PHEVGDO,NA,RAIL
NA,GT,CHEVGSL,NA,RAIL
NA,GT,CHEVGDO,NA,RAIL
NA,GT,SLD,NA,RAIL
NA,GT,GAS,NA,RAIL
NA,GT,LQD,NA,RAIL
NA,GT,OLQT,NA,RAIL
NA,GT,NFF,NA,RAIL
NA,GT,NEF,NA,RAIL
NA,GT,HEATPUMP,NA,RAIL
Coal and lignite final consumption of internal navigation.Mtoe,GN,HCL,COAL,DOMESNAV
Diesel final consumption of navigation.Mtoe,GN,GDO,GAS_DIESEL_OIL_NONBIO,DOMESNAV
NA,GN,REN,NA,DOMESNAV
NA,GN,LGN,LIGNITE,DOMESNAV
NA,GN,CRO,CRUDE_OIL,DOMESNAV
NA,GN,LPG,LPG,DOMESNAV
NA,GN,GSL,MOTOR_GASOLINE_NONBIO,DOMESNAV
NA,GN,KRS,KEROSENE_JET_NONBIO,DOMESNAV
NA,GN,RFO,FUEL_OIL_RESIDUAL,DOMESNAV
NA,GN,OLQ,LIQBIOFUEL_OTH,DOMESNAV
NA,GN,NGS,NATURAL_GAS,DOMESNAV
NA,GN,OGS,TCOKEOVS,DOMESNAV
NA,GN,NUC,NUCLEAR,DOMESNAV
NA,GN,STE,NA,DOMESNAV
NA,GN,HYD,HYDRO,DOMESNAV
NA,GN,WND,WIND,DOMESNAV
NA,GN,SOL,SOLAR_PV,DOMESNAV
NA,GN,BMSWAS,PRIMARY_SOLID_BIOFUEL,DOMESNAV
NA,GN,GEO,GEOTHERMAL,DOMESNAV
NA,GN,MET,NA,DOMESNAV
NA,GN,ETH,ETHANE,DOMESNAV
NA,GN,BGDO,BIODIESEL,DOMESNAV
NA,GN,H2F,NA,DOMESNAV
NA,GN,ELC,ELECTRICITY,DOMESNAV
NA,GN,STE1AL,NA,DOMESNAV
NA,GN,STE1AH,MAINHEAT,DOMESNAV
NA,GN,STE1AD,NA,DOMESNAV
NA,GN,STE1AR,NA,DOMESNAV
NA,GN,STE1AG,NA,DOMESNAV
NA,GN,STE1AB,NA,DOMESNAV
NA,GN,STE1AH2F,NA,DOMESNAV
NA,GN,STE2LGN,NA,DOMESNAV
NA,GN,STE2OSL,NA,DOMESNAV
NA,GN,STE2GDO,NA,DOMESNAV
NA,GN,STE2RFO,NA,DOMESNAV
NA,GN,STE2OLQ,NA,DOMESNAV
NA,GN,STE2NGS,NA,DOMESNAV
NA,GN,STE2OGS,NA,DOMESNAV
NA,GN,STE2BMS,NA,DOMESNAV
NA,GN,PHEVGSL,NA,DOMESNAV
NA,GN,PHEVGDO,NA,DOMESNAV
NA,GN,CHEVGSL,NA,DOMESNAV
NA,GN,CHEVGDO,NA,DOMESNAV
NA,GN,SLD,NA,DOMESNAV
NA,GN,GAS,NA,DOMESNAV
NA,GN,LQD,NA,DOMESNAV
NA,GN,OLQT,NA,DOMESNAV
NA,GN,NFF,NA,DOMESNAV
NA,GN,NEF,NA,DOMESNAV
NA,GN,HEATPUMP,NA,DOMESNAV
Coal and lignite final consumption of internal navigation.Mtoe,PN,HCL,COAL,DOMESNAV
